travelCode,userCode,name,place,days,price,total,date_day,date_month,date_weekday
-1.7170697958879773,-1.6975439843134525,2,5,-0.4464163797449441,1.2821045597680047,0.28005879359478025,13,2,3
-1.7170190444023985,-1.6975439843134525,5,2,-0.4464163797449441,-2.0073863198539694,-1.3010137064832066,27,2,3
-1.7168414142028734,-1.6975439843134525,0,3,-1.3398219480920288,1.284580408552382,-0.6989986189079567,16,4,3
-1.716739911231716,-1.6975439843134525,3,4,-0.4464163797449441,0.370601283624933,-0.1580493563832548,14,5,3
-1.7166384082605588,-1.6975439843134525,5,2,0.4469891886021406,-2.0073863198539694,-1.111897543672817,11,6,3
-1.716486153803823,-1.6975439843134525,6,6,-0.4464163797449441,-0.6313356270632843,-0.6396238474741928,23,7,3
-1.7163338993470871,-1.6975439843134525,3,4,-0.4464163797449441,0.370601283624933,-0.1580493563832548,3,9,3
-1.7162323963759298,-1.6975439843134525,3,4,-1.3398219480920288,0.370601283624933,-0.9186476942436205,1,10,3
-1.7161308934047725,-1.6975439843134525,1,8,-1.3398219480920288,-0.9817333839680337,-1.2436431467434095,29,10,3
-1.7160293904336152,-1.6975439843134525,2,5,-1.3398219480920288,1.2821045597680047,-0.699593619254603,26,11,3
-1.7159532632052472,-1.6975439843134525,5,2,-1.3398219480920288,-2.0073863198539694,-1.4901298692935965,17,12,3
-1.715927887462458,-1.6975439843134525,7,7,-1.3398219480920288,0.6381232601684254,-0.8543563409980947,24,12,3
-1.7158263844913006,-1.6975439843134525,3,4,1.3403947569492254,0.370601283624933,1.3631473193374766,21,1,3
-1.7158010087485114,-1.6975439843134525,2,5,0.4469891886021406,1.2821045597680047,1.2597112064441638,28,1,3
-1.7157248815201436,-1.6975439843134525,1,8,0.4469891886021406,-0.9817333839680337,-0.372437376022256,18,2,3
-1.715699505777354,-1.6975439843134525,7,7,0.4469891886021406,0.6381232601684254,0.7954230412136885,25,2,3
-1.7156233785489863,-1.6975439843134525,5,2,-1.3398219480920288,-2.0073863198539694,-1.4901298692935965,18,3,3
-1.7155726270634075,-1.6975439843134525,3,4,1.3403947569492254,0.370601283624933,1.3631473193374766,1,4,3
-1.7155472513206182,-1.6975439843134525,0,3,0.4469891886021406,1.284580408552382,1.2614962074841025,8,4,3
-1.715521875577829,-1.6975439843134525,3,4,-0.4464163797449441,0.370601283624933,-0.1580493563832548,15,4,3
-1.7154203726066717,-1.6975439843134525,1,8,-0.4464163797449441,-0.9817333839680337,-0.8080402613828328,13,5,3
-1.7153188696355144,-1.6975439843134525,6,6,0.4469891886021406,-0.6313356270632843,-0.11981275515929606,10,6,3
-1.7151412394359893,-1.6975439843134525,3,4,-1.3398219480920288,0.370601283624933,-0.9186476942436205,29,7,3
-1.7150651122076213,-1.6975439843134525,6,6,0.4469891886021406,-0.6313356270632843,-0.11981275515929606,19,8,3
-1.7147606032941496,-1.6975439843134525,6,6,0.4469891886021406,-0.6313356270632843,-0.11981275515929606,11,11,3
-1.71473522755136,-1.6975439843134525,8,0,0.4469891886021406,-0.08339119873138771,0.275236159206173,18,11,3
-1.7145068458662562,-1.6975439843134525,4,1,-1.3398219480920288,0.4323671954036059,-0.9038040013851796,20,1,3
-1.7144307186378884,-1.6975439843134525,3,4,-1.3398219480920288,0.370601283624933,-0.9186476942436205,10,2,3
-1.7141008339816273,-1.6975439843134525,1,8,-1.3398219480920288,-0.9817333839680337,-1.2436431467434095,12,5,3
-1.7139485795248914,-1.6975439843134525,2,5,0.4469891886021406,1.2821045597680047,1.2597112064441638,23,6,3
-1.7138470765537341,-1.6975439843134525,5,2,1.3403947569492254,-2.0073863198539694,-0.9227813808624268,21,7,3
-1.7137455735825768,-1.6975439843134525,0,3,1.3403947569492254,1.284580408552382,2.241743620680132,18,8,3
-1.7136186948686303,-1.6975439843134525,7,7,-0.4464163797449441,0.6381232601684254,-0.029466649892202976,22,9,3
-1.713593319125841,-1.6975439843134525,0,3,-0.4464163797449441,1.284580408552382,0.281248794288073,29,9,3
-1.7135425676402622,-1.6975439843134525,5,2,-0.4464163797449441,-2.0073863198539694,-1.3010137064832066,13,10,3
-1.7134918161546837,-1.6975439843134525,1,8,0.4469891886021406,-0.9817333839680337,-0.372437376022256,27,10,3
-1.7134664404118944,-1.6975439843134525,3,4,1.3403947569492254,0.370601283624933,1.3631473193374766,3,11,3
-1.7133141859551586,-1.6975439843134525,7,7,1.3403947569492254,0.6381232601684254,1.6203127323195803,15,12,3
-1.7132380587267906,-1.6975439843134525,2,5,1.3403947569492254,1.2821045597680047,2.2393636192935467,5,1,3
-1.7132126829840013,-1.6975439843134525,5,2,1.3403947569492254,-2.0073863198539694,-0.9227813808624268,12,1,3
-1.7130858042700547,-1.6975439843134525,1,8,0.4469891886021406,-0.9817333839680337,-0.372437376022256,16,2,3
-1.7130604285272653,-1.6975439843134525,8,0,-1.3398219480920288,-0.08339119873138771,-1.0277519683339333,23,2,3
-1.7130096770416867,-1.6975439843134525,3,4,-0.4464163797449441,0.370601283624933,-0.1580493563832548,9,3,3
-1.7129589255561082,-1.6975439843134525,7,7,-1.3398219480920288,0.6381232601684254,-0.8543563409980947,23,3,3
-1.7129335498133187,-1.6975439843134525,7,7,0.4469891886021406,0.6381232601684254,0.7954230412136885,30,3,3
-1.7129081740705294,-1.6975439843134525,5,2,0.4469891886021406,-2.0073863198539694,-1.111897543672817,6,4,3
-1.7128574225849509,-1.6975439843134525,0,3,-0.4464163797449441,1.284580408552382,0.281248794288073,20,4,3
-1.7127812953565829,-1.6975439843134525,6,6,-0.4464163797449441,-0.6313356270632843,-0.6396238474741928,11,5,3
-1.7127305438710043,-1.6975439843134525,3,4,-0.4464163797449441,0.370601283624933,-0.1580493563832548,25,5,3
-1.712705168128215,-1.6975439843134525,2,5,-1.3398219480920288,1.2821045597680047,-0.699593619254603,1,6,3
-1.7126797923854256,-1.6975439843134525,5,2,-0.4464163797449441,-2.0073863198539694,-1.3010137064832066,8,6,3
-1.712552913671479,-1.6975439843134525,6,6,-1.3398219480920288,-0.6313356270632843,-1.1594349397890895,13,7,3
-1.7125021621859005,-1.694987302496516,2,5,-0.4464163797449441,1.2821045597680047,0.28005879359478025,3,10,3
-1.712375283471954,-1.694987302496516,2,5,1.3403947569492254,1.2821045597680047,2.2393636192935467,7,11,3
-1.7123499077291646,-1.694987302496516,2,5,0.4469891886021406,1.2821045597680047,1.2597112064441638,14,11,3
-1.71214690178685,-1.694987302496516,7,7,0.4469891886021406,0.6381232601684254,0.7954230412136885,9,1,3
-1.7120961503012715,-1.694987302496516,8,0,-0.4464163797449441,-0.08339119873138771,-0.37625790456388014,23,1,3
-1.7120200230729035,-1.694987302496516,6,6,-1.3398219480920288,-0.6313356270632843,-1.1594349397890895,13,2,3
-1.7119692715873247,-1.694987302496516,1,8,-0.4464163797449441,-0.9817333839680337,-0.8080402613828328,27,2,3
-1.711893144358957,-1.694987302496516,5,2,-0.4464163797449441,-2.0073863198539694,-1.3010137064832066,19,3,3
-1.7118423928733781,-1.694987302496516,0,3,-1.3398219480920288,1.284580408552382,-0.6989986189079567,2,4,3
-1.711740889902221,-1.694987302496516,6,6,0.4469891886021406,-0.6313356270632843,-0.11981275515929606,30,4,3
-1.7117155141594316,-1.694987302496516,5,2,-0.4464163797449441,-2.0073863198539694,-1.3010137064832066,7,5,3
-1.7114363809887492,-1.694987302496516,8,0,-1.3398219480920288,-0.08339119873138771,-1.0277519683339333,23,7,3
-1.7113095022748026,-1.694987302496516,1,8,1.3403947569492254,-0.9817333839680337,0.06316550933832059,27,8,3
-1.711106496332488,-1.694987302496516,0,3,1.3403947569492254,1.284580408552382,2.241743620680132,22,10,3
-1.7109796176185414,-1.694987302496516,8,0,1.3403947569492254,-0.08339119873138771,0.926730222976226,26,11,3
-1.7108781146473842,-1.694987302496516,6,6,-1.3398219480920288,-0.6313356270632843,-1.1594349397890895,24,12,3
-1.7108527389045949,-1.694987302496516,0,3,1.3403947569492254,1.284580408552382,2.241743620680132,31,12,3
-1.710776611676227,-1.694987302496516,1,8,-0.4464163797449441,-0.9817333839680337,-0.8080402613828328,21,1,3
-1.7106751087050698,-1.694987302496516,6,6,1.3403947569492254,-0.6313356270632843,0.3999983371556007,18,2,3
-1.710624357219491,-1.694987302496516,7,7,-0.4464163797449441,0.6381232601684254,-0.029466649892202976,4,3,3
-1.7105989814767018,-1.694987302496516,6,6,-1.3398219480920288,-0.6313356270632843,-1.1594349397890895,11,3,3
-1.7105482299911232,-1.694987302496516,0,3,-0.4464163797449441,1.284580408552382,0.281248794288073,25,3,3
-1.7104974785055445,-1.694987302496516,0,3,-0.4464163797449441,1.284580408552382,0.281248794288073,8,4,3
-1.7102690968204406,-1.694987302496516,2,5,0.4469891886021406,1.2821045597680047,1.2597112064441638,10,6,3
-1.7101929695920728,-1.694987302496516,3,4,1.3403947569492254,0.370601283624933,1.3631473193374766,1,7,3
-1.709888460678601,-1.694987302496516,1,8,0.4469891886021406,-0.9817333839680337,-0.372437376022256,23,9,3
-1.709812333450233,-1.694987302496516,6,6,1.3403947569492254,-0.6313356270632843,0.3999983371556007,14,10,3
-1.7096854547362865,-1.694987302496516,2,5,0.4469891886021406,1.2821045597680047,1.2597112064441638,18,11,3
-1.7095839517651292,-1.694987302496516,6,6,0.4469891886021406,-0.6313356270632843,-0.11981275515929606,16,12,3
-1.7095332002795505,-1.694987302496516,5,2,0.4469891886021406,-2.0073863198539694,-1.111897543672817,30,12,3
-1.709482448793972,-1.694987302496516,5,2,-1.3398219480920288,-2.0073863198539694,-1.4901298692935965,13,1,3
-1.709406321565604,-1.694987302496516,5,2,-0.4464163797449441,-2.0073863198539694,-1.3010137064832066,3,2,3
-1.7092286913660788,-1.694987302496516,0,3,-1.3398219480920288,1.284580408552382,-0.6989986189079567,24,3,3
-1.7092033156232895,-1.694987302496516,7,7,0.4469891886021406,0.6381232601684254,0.7954230412136885,31,3,3
-1.7091779398805,-1.694987302496516,7,7,-1.3398219480920288,0.6381232601684254,-0.8543563409980947,7,4,3
-1.7091271883949215,-1.694987302496516,7,7,-0.4464163797449441,0.6381232601684254,-0.029466649892202976,21,4,3
-1.7090510611665535,-1.694987302496516,3,4,-0.4464163797449441,0.370601283624933,-0.1580493563832548,12,5,3
-1.709000309680975,-1.694987302496516,6,6,-1.3398219480920288,-0.6313356270632843,-1.1594349397890895,26,5,3
-1.7089749339381857,-1.694987302496516,6,6,-0.4464163797449441,-0.6313356270632843,-0.6396238474741928,2,6,3
-1.7087465522530818,-1.694987302496516,4,1,1.3403947569492254,0.4323671954036059,1.4225220907712406,4,8,3
-1.7086450492819245,-1.694987302496516,8,0,0.4469891886021406,-0.08339119873138771,0.275236159206173,1,9,3
-1.7085689220535565,-1.694987302496516,6,6,0.4469891886021406,-0.6313356270632843,-0.11981275515929606,22,9,3
-1.7085435463107672,-1.694987302496516,1,8,0.4469891886021406,-0.9817333839680337,-0.372437376022256,29,9,3
-1.70844204333961,-1.694987302496516,7,7,-0.4464163797449441,0.6381232601684254,-0.029466649892202976,27,10,3
-1.7084166675968206,-1.694987302496516,7,7,-1.3398219480920288,0.6381232601684254,-0.8543563409980947,3,11,3
-1.7083912918540314,-1.694987302496516,3,4,-0.4464163797449441,0.370601283624933,-0.1580493563832548,10,11,3
-1.7083405403684526,-1.694987302496516,2,5,-0.4464163797449441,1.2821045597680047,0.28005879359478025,24,11,3
-1.7083151646256634,-1.694987302496516,2,5,1.3403947569492254,1.2821045597680047,2.2393636192935467,1,12,3
-1.7081882859117168,-1.694987302496516,4,1,-1.3398219480920288,0.4323671954036059,-0.9038040013851796,5,1,3
-1.7081375344261382,-1.694987302496516,3,4,1.3403947569492254,0.370601283624933,1.3631473193374766,19,1,3
-1.7079852799694024,-1.694987302496516,1,8,0.4469891886021406,-0.9817333839680337,-0.372437376022256,2,3,3
-1.707959904226613,-1.694987302496516,0,3,1.3403947569492254,1.284580408552382,2.241743620680132,9,3,3
-1.7078584012554556,-1.694987302496516,5,2,-0.4464163797449441,-2.0073863198539694,-1.3010137064832066,6,4,3
-1.7076046438275625,-1.694987302496516,6,6,1.3403947569492254,-0.6313356270632843,0.3999983371556007,15,6,3
-1.707553892341984,-1.694987302496516,4,1,1.3403947569492254,0.4323671954036059,1.4225220907712406,29,6,3
-1.7075031408564054,-1.694987302496516,3,4,1.3403947569492254,0.370601283624933,1.3631473193374766,13,7,3
-1.707477765113616,-1.6924306206795796,7,7,-0.4464163797449441,0.6381232601684254,-0.029466649892202976,26,9,3
-1.7071225047145655,-1.6924306206795796,7,7,-1.3398219480920288,0.6381232601684254,-0.8543563409980947,2,1,3
-1.706995626000619,-1.6924306206795796,1,8,0.4469891886021406,-0.9817333839680337,-0.372437376022256,6,2,3
-1.7069702502578297,-1.6924306206795796,7,7,-1.3398219480920288,0.6381232601684254,-0.8543563409980947,13,2,3
-1.7069194987722511,-1.6924306206795796,7,7,0.4469891886021406,0.6381232601684254,0.7954230412136885,27,2,3
-1.7068687472866724,-1.6924306206795796,6,6,1.3403947569492254,-0.6313356270632843,0.3999983371556007,12,3,3
-1.7066149898587792,-1.6924306206795796,3,4,-1.3398219480920288,0.370601283624933,-0.9186476942436205,21,5,3
-1.706361232430886,-1.6924306206795796,5,2,-1.3398219480920288,-2.0073863198539694,-1.4901298692935965,30,7,3
-1.7063104809453076,-1.6924306206795796,7,7,0.4469891886021406,0.6381232601684254,0.7954230412136885,13,8,3
-1.7061582264885715,-1.6924306206795796,0,3,1.3403947569492254,1.284580408552382,2.241743620680132,24,9,3
-1.7060567235174144,-1.6924306206795796,1,8,-0.4464163797449441,-0.9817333839680337,-0.8080402613828328,22,10,3
-1.7059805962890464,-1.6924306206795796,1,8,-1.3398219480920288,-0.9817333839680337,-1.2436431467434095,12,11,3
-1.7058790933178891,-1.6924306206795796,8,0,-1.3398219480920288,-0.08339119873138771,-1.0277519683339333,10,12,3
-1.7058537175750998,-1.6898739388626431,3,4,0.4469891886021406,0.370601283624933,0.602548981477111,26,9,3
-1.705802966089521,-1.6898739388626431,1,8,0.4469891886021406,-0.9817333839680337,-0.372437376022256,10,10,3
-1.7056760873755745,-1.6898739388626431,0,3,-0.4464163797449441,1.284580408552382,0.281248794288073,14,11,3
-1.7056507116327853,-1.6898739388626431,6,6,-0.4464163797449441,-0.6313356270632843,-0.6396238474741928,21,11,3
-1.7055999601472067,-1.6898739388626431,2,5,-1.3398219480920288,1.2821045597680047,-0.699593619254603,5,12,3
-1.7055745844044174,-1.6898739388626431,5,2,1.3403947569492254,-2.0073863198539694,-0.9227813808624268,12,12,3
-1.7055238329188387,-1.6898739388626431,4,1,1.3403947569492254,0.4323671954036059,1.4225220907712406,26,12,3
-1.7053715784621029,-1.6898739388626431,0,3,-0.4464163797449441,1.284580408552382,0.281248794288073,6,2,3
-1.7052700754909456,-1.6898739388626431,1,8,-1.3398219480920288,-0.9817333839680337,-1.2436431467434095,5,3,3
-1.7052446997481563,-1.6898739388626431,0,3,1.3403947569492254,1.284580408552382,2.241743620680132,12,3,3
-1.7050924452914205,-1.6898739388626431,7,7,1.3403947569492254,0.6381232601684254,1.6203127323195803,23,4,3
-1.705067069548631,-1.6898739388626431,1,8,-1.3398219480920288,-0.9817333839680337,-1.2436431467434095,30,4,3
-1.704965566577474,-1.6898739388626431,4,1,-0.4464163797449441,0.4323671954036059,-0.12836197066637287,28,5,3
-1.7045595546928447,-1.6898739388626431,1,8,0.4469891886021406,-0.9817333839680337,-0.372437376022256,17,9,3
-1.7044073002361089,-1.6898739388626431,7,7,-1.3398219480920288,0.6381232601684254,-0.8543563409980947,29,10,3
-1.7043819244933196,-1.6898739388626431,6,6,1.3403947569492254,-0.6313356270632843,0.3999983371556007,5,11,3
-1.7043565487505303,-1.6898739388626431,3,4,1.3403947569492254,0.370601283624933,1.3631473193374766,12,11,3
-1.7043057972649516,-1.6898739388626431,0,3,-0.4464163797449441,1.284580408552382,0.281248794288073,26,11,3
-1.7042042942937943,-1.6898739388626431,4,1,-0.4464163797449441,0.4323671954036059,-0.12836197066637287,24,12,3
-1.704178918551005,-1.6898739388626431,3,4,-0.4464163797449441,0.370601283624933,-0.1580493563832548,31,12,3
-1.7041535428082157,-1.6898739388626431,7,7,-1.3398219480920288,0.6381232601684254,-0.8543563409980947,7,1,3
-1.7039759126086904,-1.6898739388626431,6,6,0.4469891886021406,-0.6313356270632843,-0.11981275515929606,25,2,3
-1.7038490338947438,-1.6898739388626431,1,8,0.4469891886021406,-0.9817333839680337,-0.372437376022256,1,4,3
-1.7035699007240614,-1.6873172570457067,1,8,0.4469891886021406,-0.9817333839680337,-0.372437376022256,21,11,3
-1.7033415190389576,-1.6873172570457067,5,2,-1.3398219480920288,-2.0073863198539694,-1.4901298692935965,23,1,3
-1.7033161432961683,-1.6873172570457067,5,2,-0.4464163797449441,-2.0073863198539694,-1.3010137064832066,30,1,3
-1.7031892645822218,-1.6873172570457067,6,6,0.4469891886021406,-0.6313356270632843,-0.11981275515929606,5,3,3
-1.703138513096643,-1.6873172570457067,5,2,-0.4464163797449441,-2.0073863198539694,-1.3010137064832066,19,3,3
-1.7029355071543286,-1.6873172570457067,5,2,1.3403947569492254,-2.0073863198539694,-0.9227813808624268,14,5,3
-1.7028847556687499,-1.6873172570457067,8,0,-0.4464163797449441,-0.08339119873138771,-0.37625790456388014,28,5,3
-1.7028593799259606,-1.6873172570457067,2,5,0.4469891886021406,1.2821045597680047,1.2597112064441638,4,6,3
-1.702808628440382,-1.6873172570457067,3,4,0.4469891886021406,0.370601283624933,0.602548981477111,18,6,3
-1.7027832526975928,-1.6873172570457067,4,1,1.3403947569492254,0.4323671954036059,1.4225220907712406,25,6,3
-1.7027071254692248,-1.6873172570457067,3,4,-0.4464163797449441,0.370601283624933,-0.1580493563832548,16,7,3
-1.7026309982408567,-1.6873172570457067,2,5,0.4469891886021406,1.2821045597680047,1.2597112064441638,6,8,3
-1.7025802467552782,-1.6873172570457067,3,4,-0.4464163797449441,0.370601283624933,-0.1580493563832548,20,8,3
-1.7025294952696994,-1.6873172570457067,5,2,-0.4464163797449441,-2.0073863198539694,-1.3010137064832066,3,9,3
-1.7024279922985424,-1.68476057522877,7,7,1.3403947569492254,0.6381232601684254,1.6203127323195803,3,10,3
-1.7023518650701743,-1.68476057522877,0,3,0.4469891886021406,1.284580408552382,1.2614962074841025,24,10,3
-1.702326489327385,-1.68476057522877,2,5,1.3403947569492254,1.2821045597680047,2.2393636192935467,31,10,3
-1.702250362099017,-1.68476057522877,3,4,1.3403947569492254,0.370601283624933,1.3631473193374766,21,11,3
-1.7021488591278597,-1.68476057522877,4,1,-0.4464163797449441,0.4323671954036059,-0.12836197066637287,19,12,3
-1.7020981076422812,-1.68476057522877,1,8,-1.3398219480920288,-0.9817333839680337,-1.2436431467434095,2,1,3
-1.7020473561567024,-1.68476057522877,3,4,-1.3398219480920288,0.370601283624933,-0.9186476942436205,16,1,3
-1.701996604671124,-1.68476057522877,8,0,-1.3398219480920288,-0.08339119873138771,-1.0277519683339333,30,1,3
-1.7016920957576522,-1.68476057522877,0,3,-1.3398219480920288,1.284580408552382,-0.6989986189079567,23,4,3
-1.7015652170437054,-1.68476057522877,6,6,-0.4464163797449441,-0.6313356270632843,-0.6396238474741928,28,5,3
